,詞,長度,標準症狀,備註,包含
6492,脈稍滑濡,4,脈利度滑。脈部位浮。脈力度弱。脈寬度細。,脈診,
6493,脈濡緩弱,4,脈部位浮。脈力度弱。脈寬度細。脈速度慢。脈力度弱。,脈診,
6494,脈微沉細,4,脈寬度細。脈力度弱。脈部位沉。脈寬度細。,脈診,
6495,脈澀弱大,4,脈利度澀。脈幅異常。脈力度弱。脈寬度寬。,脈診,
6496,脈濡稍動,4,脈部位浮。脈力度弱。脈寬度細。脈速度快。脈力度強。脈利度滑。脈長度短。,脈診,
6497,脈濡短滑,4,脈部位浮。脈力度弱。脈寬度細。脈長度短。脈利度滑。,脈診,
6498,不易消化,4,大便挾食物。大便質稀。,新,_
6499,脈澀弱弦,4,脈利度澀。脈幅異常。脈力度弱。脈緊度緊。脈長度長。,脈診,
6500,脈澀弱弱,4,脈利度澀。脈幅異常。脈力度弱。脈力度弱。,脈診,
6501,脈澀弱滑,4,脈利度澀。脈幅異常。脈力度弱。脈利度滑。,脈診,
6502,脈濡澀數,4,脈部位浮。脈力度弱。脈寬度細。脈利度澀。脈幅異常。脈速度快。,脈診,
6503,脈濡澀弱,4,脈部位浮。脈力度弱。脈寬度細。脈利度澀。脈幅異常。脈力度弱。,脈診,
6504,脈濡結數,4,脈部位浮。脈力度弱。脈寬度細。脈速度慢。脈止率亂。脈速度快。,脈診,
6505,脈澀細細,4,脈利度澀。脈幅異常。脈寬度細。脈寬度細。,脈診,
6506,消化不良,4,大便質稀。大便挾食物。,新,_
6507,小指腫痛,4,手小指腫脹。手小指痛。,新,_
6508,脈濡弱緩,4,脈部位浮。脈力度弱。脈寬度細。脈力度弱。脈速度慢。,脈診,
6509,脈濡微弦,4,脈部位浮。脈力度弱。脈寬度細。脈寬度細。脈力度弱。脈緊度緊。脈長度長。,脈診,
6510,脈濡微弱,4,脈部位浮。脈力度弱。脈寬度細。脈寬度細。脈力度弱。脈力度弱。,脈診,
6511,邊有齒痕,4,舌體形體齒痕。,舌診,_
6512,脈滑稍濡,4,脈利度滑。脈部位浮。脈力度弱。脈寬度細。,脈診,
6513,脈澀細澀,4,脈利度澀。脈幅異常。脈寬度細。脈利度澀。脈幅異常。,脈診,
6514,家族病史,4,,新,_
6515,脈澀稍弱,4,脈利度澀。脈幅異常。脈力度弱。,脈診,
6516,吞嚥易嗆,4,吞嚥不暢。,新,_
6517,走路不穩,4,步態不穩。,新,_
6518,脈澀微浮,4,脈利度澀。脈幅異常。脈寬度細。脈力度弱。脈部位浮。,脈診,
6519,脈滑細澀,4,脈利度滑。脈寬度細。脈利度澀。脈幅異常。,脈診,
6520,脈澀弦滑,4,脈利度澀。脈幅異常。脈緊度緊。脈長度長。脈利度滑。,脈診,
6521,四肢冰冷,4,四肢冷。,新,_
6522,脈滑緊滑,4,脈利度滑。脈緊度緊。脈利度滑。,脈診,
6523,脈濡稍沉,4,脈部位浮。脈力度弱。脈寬度細。脈部位沉。,脈診,
6524,脈滑緊細,4,脈利度滑。脈緊度緊。脈寬度細。,脈診,
6525,脈濡稍數,4,脈部位浮。脈力度弱。脈寬度細。脈速度快。,脈診,
6526,失眠淺眠,4,難眠。易醒。,新,_
6527,脈滑緩散,4,脈利度滑。脈速度慢。脈緊度散。,脈診,
6528,脈滑緩數,4,脈利度滑。脈速度慢。脈速度快。,脈診,
6529,脈澀弱緩,4,脈利度澀。脈幅異常。脈力度弱。脈速度慢。,脈診,
6530,脈滑長數,4,脈利度滑。脈長度長。脈速度快。,脈診,
6531,兩足僵硬,4,四肢僵硬。,新,_
6532,脈澀滑細,4,脈利度澀。脈幅異常。脈利度滑。脈寬度細。,脈診,
6533,不易入眠,4,難眠。,新,_
6534,兩膝酸痛,4,膝酸。膝痛。,新,_
6535,脈滑細短,4,脈利度滑。脈寬度細。脈長度短。,脈診,
6536,脈滑細緩,4,脈利度滑。脈寬度細。脈速度慢。,脈診,
6537,脈濡稍弱,4,脈部位浮。脈力度弱。脈寬度細。脈力度弱。,脈診,
6538,脈濡稍弦,4,脈部位浮。脈力度弱。脈寬度細。脈緊度緊。脈長度長。,脈診,
6539,質微暗紅,4,？。,舌診,_
6540,苔厚白膩,4,舌苔厚度厚。舌苔顏色白。舌苔質地黏膩。,舌診,_
6541,脈濡弱細,4,脈部位浮。脈力度弱。脈寬度細。脈力度弱。脈寬度細。,脈診,
6542,脈濡弱數,4,脈部位浮。脈力度弱。脈寬度細。脈力度弱。脈速度快。,脈診,
6543,脈澀稍數,4,脈利度澀。脈幅異常。脈速度快。,脈診,
6544,脈濡數大,4,脈部位浮。脈力度弱。脈寬度細。脈速度快。脈寬度寬。,脈診,
6545,脈澀稍細,4,脈利度澀。脈幅異常。脈寬度細。,脈診,
6546,脈微沉弱,4,脈寬度細。脈力度弱。脈部位沉。脈力度弱。,脈診,
6547,脈微結代,4,脈寬度細。脈力度弱。脈速度慢。脈止率亂。脈止率定。,脈診,
6548,舌苔白乾,4,舌苔顏色白。舌苔濕度乾。,舌診,_
6549,舌苔質紅,4,？。,舌診,_
6550,脈稍弦長,4,脈緊度緊。脈長度長。脈長度長。,脈診,
6551,脈微虛弱,4,脈寬度細。脈力度弱。脈力度弱。脈力度弱。,脈診,
6552,脈微遲弱,4,脈寬度細。脈力度弱。脈速度慢。脈力度弱。,脈診,
6553,脈散大澀,4,脈緊度散。脈寬度寬。脈利度澀。脈幅異常。,脈診,
6554,脈緩洪大,4,脈速度慢。脈寬度寬。脈寬度寬。,脈診,
6555,脈數弦細,4,脈速度快。脈緊度緊。脈長度長。脈寬度細。,脈診,
6556,脈弦滑散,4,脈緊度緊。脈長度長。脈利度滑。脈緊度散。,脈診,
6557,脈數微浮,4,脈速度快。脈寬度細。脈力度弱。脈部位浮。,脈診,
6558,舌質淡紅,4,舌體顏色淡紅色。,舌診,_
6559,脈弱細澀,4,脈力度弱。脈寬度細。脈利度澀。脈幅異常。,脈診,
6560,脈微弦細,4,脈寬度細。脈力度弱。脈緊度緊。脈長度長。脈寬度細。,脈診,
6561,脈微弦緩,4,脈寬度細。脈力度弱。脈緊度緊。脈長度長。脈速度慢。,脈診,
6562,脈微弱大,4,脈寬度細。脈力度弱。脈力度弱。脈寬度寬。,脈診,
6563,脈微弱細,4,脈寬度細。脈力度弱。脈力度弱。脈寬度細。,脈診,
6564,脈濡滑數,4,脈部位浮。脈力度弱。脈寬度細。脈利度滑。脈速度快。,脈診,
6565,脈微散大,4,脈寬度細。脈力度弱。脈緊度散。脈寬度寬。,脈診,
6566,脈微數弱,4,脈寬度細。脈力度弱。脈速度快。脈力度弱。,脈診,
6567,脈微數滑,4,脈寬度細。脈力度弱。脈速度快。脈利度滑。,脈診,
6568,脈弱緩滑,4,脈力度弱。脈速度慢。脈利度滑。,脈診,
6569,脈微細澀,4,脈寬度細。脈力度弱。脈寬度細。脈利度澀。脈幅異常。,脈診,
6570,脈微細數,4,脈寬度細。脈力度弱。脈寬度細。脈速度快。,脈診,
6571,脈微浮弱,4,脈寬度細。脈力度弱。脈部位浮。脈力度弱。,脈診,
6572,脈澀數濡,4,脈利度澀。脈幅異常。脈速度快。脈部位浮。脈力度弱。脈寬度細。,脈診,
6573,脈濡微緊,4,脈部位浮。脈力度弱。脈寬度細。脈寬度細。脈力度弱。脈緊度緊。,脈診,
6574,脈濡微數,4,脈部位浮。脈力度弱。脈寬度細。脈寬度細。脈力度弱。脈速度快。,脈診,
6575,脈濡微細,4,脈部位浮。脈力度弱。脈寬度細。脈寬度細。脈力度弱。脈寬度細。,脈診,
6576,中醫四診,4,,新,_
6577,脈澀細弱,4,脈利度澀。脈幅異常。脈寬度細。脈力度弱。,脈診,
6578,脈濡微滑,4,脈部位浮。脈力度弱。脈寬度細。脈寬度細。脈力度弱。脈利度滑。,脈診,
6579,脈濡數沉,4,脈部位浮。脈力度弱。脈寬度細。脈速度快。脈部位沉。,脈診,
6580,舌質正常,4,舌體顏色淡紅色。,舌診,_
6581,脈濡弦數,4,脈部位浮。脈力度弱。脈寬度細。脈緊度緊。脈長度長。脈速度快。,脈診,
6582,失眠多夢,4,難眠。多夢。,新,_
6583,脈濡微浮,4,脈部位浮。脈力度弱。脈寬度細。脈寬度細。脈力度弱。脈部位浮。,脈診,
6584,舌質暗紅,4,舌體顏色紫色。,舌診,_
6585,小便味重,4,小便味臭。,新,_
6586,脈弱細結,4,脈力度弱。脈寬度細。脈速度慢。脈止率亂。,脈診,
6587,脈弱細緩,4,脈力度弱。脈寬度細。脈速度慢。,脈診,
6588,脈弱結代,4,脈力度弱。脈速度慢。脈止率亂。脈止率定。,脈診,
6589,脈弱結澀,4,脈力度弱。脈速度慢。脈止率亂。脈利度澀。脈幅異常。,脈診,
6590,脈弱緊滑,4,脈力度弱。脈緊度緊。脈利度滑。,脈診,
6591,脈弱緊細,4,脈力度弱。脈緊度緊。脈寬度細。,脈診,
6592,脈弱緩實,4,脈力度弱。脈速度慢。脈寬度寬。脈長度長。,脈診,
6593,脈微浮弦,4,脈寬度細。脈力度弱。脈部位浮。脈緊度緊。脈長度長。,脈診,
6594,靜脈屈張,4,？。,新,_
6595,脈微弱緊,4,脈寬度細。脈力度弱。脈力度弱。脈緊度緊。,脈診,
6596,脈濡細滑,4,脈部位浮。脈力度弱。脈寬度細。脈寬度細。脈利度滑。,脈診,
6597,脈稍弦大,4,脈緊度緊。脈長度長。脈寬度寬。,脈診,
6598,脈短濡弱,4,脈長度短。脈部位浮。脈力度弱。脈寬度細。脈力度弱。,脈診,
6599,脈稍弱細,4,脈力度弱。脈寬度細。,脈診,
6600,脈稍弱沉,4,脈力度弱。脈部位沉。,脈診,
6601,脈短滑細,4,脈長度短。脈利度滑。脈寬度細。,脈診,
6602,懷孕準備,4,,新,_
6603,面色暗黃,4,面色暗。面色黃。,新,_
6604,稍動會眩,4,目眩。,新,_
6605,痰色淡黃,4,痰色黃。,新,_
6606,食慾正常,4,,新,_
6607,食慾不好,4,食慾低落。,新,_
6608,食慾增進,4,食慾亢進。,新,_
6609,脈滑澀動,4,脈利度滑。脈利度澀。脈幅異常。脈速度快。脈力度強。脈利度滑。脈長度短。,脈診,
6610,脈濡弦滑,4,脈部位浮。脈力度弱。脈寬度細。脈緊度緊。脈長度長。脈利度滑。,脈診,
6611,脈短弦弱,4,脈長度短。脈緊度緊。脈長度長。脈力度弱。,脈診,
6612,脈滑短數,4,脈利度滑。脈長度短。脈速度快。,脈診,
6613,脈稍弦濡,4,脈緊度緊。脈長度長。脈部位浮。脈力度弱。脈寬度細。,脈診,
6614,脈滑濡數,4,脈利度滑。脈部位浮。脈力度弱。脈寬度細。脈速度快。,脈診,
6615,脈滑短弱,4,脈利度滑。脈長度短。脈力度弱。,脈診,
6616,腰酸無力,4,腰酸。腰無力。,新,_
6617,脈滑澀弦,4,脈利度滑。脈利度澀。脈幅異常。脈緊度緊。脈長度長。,脈診,
6618,脈稍弦澀,4,脈緊度緊。脈長度長。脈利度澀。脈幅異常。,脈診,
6619,脈稍弱微,4,脈力度弱。脈寬度細。脈力度弱。,脈診,
6620,食慾眠可,4,,新,_
6621,脈短滑緩,4,脈長度短。脈利度滑。脈速度慢。,脈診,
6622,脈滑沉弱,4,脈利度滑。脈部位沉。脈力度弱。,脈診,
6623,脈滑有結,4,脈利度滑。脈速度慢。脈止率亂。,脈診,
6624,脈濡沉滑,4,脈部位浮。脈力度弱。脈寬度細。脈部位沉。脈利度滑。,脈診,
6625,靜脈曲張,4,？。,新,_
6626,脈濡滑弱,4,脈部位浮。脈力度弱。脈寬度細。脈利度滑。脈力度弱。,脈診,
6627,脈澀沉滑,4,脈利度澀。脈幅異常。脈部位沉。脈利度滑。,脈診,
6628,脈滑稍短,4,脈利度滑。脈長度短。,脈診,
6629,脈濡弦澀,4,脈部位浮。脈力度弱。脈寬度細。脈緊度緊。脈長度長。脈利度澀。脈幅異常。,脈診,
6630,脈滑稍散,4,脈利度滑。脈緊度散。,脈診,
6631,脈滑滑弱,4,脈利度滑。脈利度滑。脈力度弱。,脈診,
6632,苔薄稍白,4,舌苔厚度薄。舌苔顏色白。,舌診,_
6633,脈滑滑數,4,脈利度滑。脈利度滑。脈速度快。,脈診,
6634,脈滑稍動,4,脈利度滑。脈速度快。脈力度強。脈利度滑。脈長度短。,脈診,
6635,脈滑稍大,4,脈利度滑。脈寬度寬。,脈診,
6636,食慾較差,4,食慾低落。,新,_
6637,脈稍弦弱,4,脈緊度緊。脈長度長。脈力度弱。,脈診,
6638,咳嗽有痰,4,咳痰。,新,_
6639,脈滑澀弱,4,脈利度滑。脈利度澀。脈幅異常。脈力度弱。,脈診,
6640,脈稍弦細,4,脈緊度緊。脈長度長。脈寬度細。,脈診,
6641,脈濡稍細,4,脈部位浮。脈力度弱。脈寬度細。脈寬度細。,脈診,
6642,不定處痛,4,不定部位痛。,新,_
6643,脈稍弱濡,4,脈力度弱。脈部位浮。脈力度弱。脈寬度細。,脈診,
6644,脈滑稍澀,4,脈利度滑。脈利度澀。脈幅異常。,脈診,
6645,脈滑稍滑,4,脈利度滑。脈利度滑。,脈診,
6646,脈稍弦數,4,脈緊度緊。脈長度長。脈速度快。,脈診,
6647,脈稍弱數,4,脈力度弱。脈速度快。,脈診,
6648,脈滑有緊,4,脈利度滑。脈緊度緊。,脈診,
6649,脈滑稍緊,4,脈利度滑。脈緊度緊。,脈診,
6650,胃酸增多,4,泛酸。,新,_
6651,解尿不順,4,小便不暢。,新,_
6652,脈短洪滑,4,脈長度短。脈寬度寬。脈利度滑。,脈診,
6653,脈滑稍緩,4,脈利度滑。脈速度慢。,脈診,
6654,脈短微數,4,脈長度短。脈寬度細。脈力度弱。脈速度快。,脈診,
6655,脈短弦滑,4,脈長度短。脈緊度緊。脈長度長。脈利度滑。,脈診,
6656,脈濡緩滑,4,脈部位浮。脈力度弱。脈寬度細。脈速度慢。脈利度滑。,脈診,
6657,脈濡細澀,4,脈部位浮。脈力度弱。脈寬度細。脈寬度細。脈利度澀。脈幅異常。,脈診,
6658,脈滑細弱,4,脈利度滑。脈寬度細。脈力度弱。,脈診,
6659,腦性麻痺,4,？。,新,_
6660,脈微緩弱,4,脈寬度細。脈力度弱。脈速度慢。脈力度弱。,脈診,
6661,脈短滑濡,4,脈長度短。脈利度滑。脈部位浮。脈力度弱。脈寬度細。,脈診,
6662,脈滑結代,4,脈利度滑。脈速度慢。脈止率亂。脈止率定。,脈診,
6663,脈濡細緩,4,脈部位浮。脈力度弱。脈寬度細。脈寬度細。脈速度慢。,脈診,
6664,脈濡細緊,4,脈部位浮。脈力度弱。脈寬度細。脈寬度細。脈緊度緊。,脈診,
6665,脈短滑數,4,脈長度短。脈利度滑。脈速度快。,脈診,
6666,脈滑稍細,4,脈利度滑。脈寬度細。,脈診,
6667,兩膝無力,4,下肢無力。,新,_
6668,脈滑細弦,4,脈利度滑。脈寬度細。脈緊度緊。脈長度長。,脈診,
6669,脈濡稍澀,4,脈部位浮。脈力度弱。脈寬度細。脈利度澀。脈幅異常。,脈診,
6670,脈滑短細,4,脈利度滑。脈長度短。脈寬度細。,脈診,
6671,脈濡稍滑,4,脈部位浮。脈力度弱。脈寬度細。脈利度滑。,脈診,
6672,脈滑緊數,4,脈利度滑。脈緊度緊。脈速度快。,脈診,
6673,脈滑稍結,4,脈利度滑。脈速度慢。脈止率亂。,脈診,
6674,脈濡稍浮,4,脈部位浮。脈力度弱。脈寬度細。脈部位浮。,脈診,
6675,脈濡滑長,4,脈部位浮。脈力度弱。脈寬度細。脈利度滑。脈長度長。,脈診,
6676,脈短滑弱,4,脈長度短。脈利度滑。脈力度弱。,脈診,
6677,脈短細滑,4,脈長度短。脈寬度細。脈利度滑。,脈診,
6678,脈滑浮細,4,脈利度滑。脈部位浮。脈寬度細。,脈診,
6679,脈澀沉弦,4,脈利度澀。脈幅異常。脈部位沉。脈緊度緊。脈長度長。,脈診,
6680,脈稍弱大,4,脈力度弱。脈寬度寬。,脈診,
6681,脈短細數,4,脈長度短。脈寬度細。脈速度快。,脈診,
6682,脈滑稍沉,4,脈利度滑。脈部位沉。,脈診,
6683,舌質偏白,4,舌體顏色淡白色。,舌診,_
6684,全身色暗,4,全身色暗。,,_
6685,脈滑沉細,4,脈利度滑。脈部位沉。脈寬度細。,脈診,
6686,脈滑細數,4,脈利度滑。脈寬度細。脈速度快。,脈診,
6687,脈滑稍洪,4,脈利度滑。脈寬度寬。,脈診,
6688,脈滑細浮,4,脈利度滑。脈寬度細。脈部位浮。,脈診,
6689,脈短濡滑,4,脈長度短。脈部位浮。脈力度弱。脈寬度細。脈利度滑。,脈診,
6690,脈短滑長,4,脈長度短。脈利度滑。脈長度長。,脈診,
6691,脈稍弱滑,4,脈力度弱。脈利度滑。,脈診,
6692,精神不振,4,情緒神疲。,新,_
6693,脈短細弱,4,脈長度短。脈寬度細。脈力度弱。,脈診,
6694,脈滑浮弱,4,脈利度滑。脈部位浮。脈力度弱。,脈診,
6695,脅痙攣,3,脅痙攣。,,_
6696,脈細滑,3,脈寬度細。脈利度滑。,脈診,
6697,脈細代,3,脈寬度細。脈止率定。,脈診,
6698,脈稍緩,3,脈速度慢。,脈診,
6699,眼酸痛,3,目乾。目痛。,新,_
6700,眼酸澀,3,目乾。,新,_
6701,脅生疹,3,脅生疹。,,_
6702,目喜暗,3,目喜暗。,,_
6703,脈稍虛,3,脈力度弱。,脈診,
6704,肺積水,3,肺積水。,,_
6705,手腕癢,3,手腕癢。,,_
6706,左脅腫,3,左脅腫。,,_
6707,脈細促,3,脈寬度細。脈速度快。脈止率亂。,脈診,
6708,手心痛,3,手心痛。,,_
6709,手指冷,3,手指冷。,,_
6710,脈緊緩,3,脈緊度緊。脈速度慢。,脈診,
6711,手背熱,3,手背熱。,,_
6712,胸生斑,3,胸生斑。,,_
6713,唇色白,3,唇色白。,,_
6714,脈細浮,3,脈寬度細。脈部位浮。,脈診,
6715,手腕熱,3,手腕熱。,,_
6716,背酸痛,3,背酸。背痛。,新,_
6717,唇色紫,3,唇色紫。,,_
6718,左脅痛,3,左脅痛。,,_
6719,手肘麻,3,手肘麻。,,_
6720,脈澀細,3,脈利度澀。脈幅異常。脈寬度細。,脈診,
6721,後腦癢,3,後腦癢。,,_
6722,脈細濡,3,脈寬度細。脈部位浮。脈力度弱。脈寬度細。,脈診,
6723,脈細緩,3,脈寬度細。脈速度慢。,脈診,
6724,背生疹,3,背生疹。,,_
6725,脈細沉,3,脈寬度細。脈部位沉。,脈診,
6726,脈細數,3,脈寬度細。脈速度快。,脈診,
6727,脈結滑,3,脈速度慢。脈止率亂。脈利度滑。,脈診,
6728,左耳聾,3,左耳聾。,,_
6729,胃灼熱,3,胃灼熱。,,_
6730,膝微酸,3,膝酸。,新,_
6731,背痙攣,3,背痙攣。,,_
6732,脈細緊,3,脈寬度細。脈緊度緊。,脈診,
6733,脈結細,3,脈速度慢。脈止率亂。脈寬度細。,脈診,
6734,手腕麻,3,手腕麻。,,_
6735,肛門腫,3,肛門腫。,,_
6736,脈結澀,3,脈速度慢。脈止率亂。脈利度澀。脈幅異常。,脈診,
6737,脈細結,3,脈寬度細。脈速度慢。脈止率亂。,脈診,
6738,納較差,3,食慾低落。,新,_
6739,手心冷,3,手心冷。,,_
6740,手指痛,3,手指痛。,,_
6741,左耳脹,3,左耳脹。,,_
6742,皮膚癢,3,皮膚癢。,,_
6743,左耳癢,3,左耳癢。,,_
6744,脅腫脹,3,脅腫脹。,,_
6745,脈遲緊,3,脈速度慢。脈緊度緊。,脈診,
6746,脈虛弱,3,脈力度弱。脈力度弱。,脈診,
6747,足生疹,3,足生疹。,,_
6748,脈細細,3,脈寬度細。脈寬度細。,脈診,
6749,唇瘀斑,3,唇瘀斑。,,_
6750,唇出血,3,唇出血。,,_
6751,涕味臭,3,涕味臭。,,_
6752,解便佳,3,,新,_
6753,足心痛,3,足心痛。,,_
6754,足痙攣,3,足痙攣。,,_
6755,足趾冷,3,足趾冷。,,_
6756,右耳痛,3,右耳痛。,,_
6757,牙齦痛,3,牙齦痛。,,_
6758,四肢冷,3,四肢冷。,,_
6759,足心熱,3,足心熱。,,_
6760,脈緩代,3,脈速度慢。脈止率定。,脈診,
6761,涕色清,3,涕色清。,,_
6762,牙齦腫,3,牙齦腫。,,_
6763,脈緩緊,3,脈速度慢。脈緊度緊。,脈診,
6764,脈遲緩,3,脈速度慢。脈速度慢。,脈診,
6765,涎量少,3,涎量少。,,_
6766,脈澀短,3,脈利度澀。脈幅異常。脈長度短。,脈診,
6767,脈細澀,3,脈寬度細。脈利度澀。脈幅異常。,脈診,
6768,目花眩,3,目花。目眩。,新,_
