,原始症狀,標準症狀
48440,左寸痰脈按之細數,脈速度快。
48441,左寸緩脈弱,脈速度慢。
48442,左寸緩脈弱,脈力度弱。
48443,左寸關尺脈微,脈力度弱。
48444,左寸關尺脈微,脈寬度細。
48445,左寸關尺脈滑,脈利度滑。
48446,左寸關尺脈滑有弦象,脈利度滑。
48447,左寸關尺脈滑有弦象,脈緊度緊。
48448,左寸關右尺脈弱,脈力度弱。
48449,左寸關浮弦滑於中取部尺脈稍弱,脈部位浮。
48450,左寸關浮弦滑於中取部尺脈稍弱,脈緊度緊。
48451,左寸關浮弦滑於中取部尺脈稍弱,脈利度滑。
48452,左寸關浮弦滑於中取部尺脈稍弱,脈力度弱。
48453,左寸關脈弦滑,脈緊度緊。
48454,左寸關脈弦滑,脈利度滑。
48455,左寸關脈滑,脈利度滑。
48456,左尺脈心部浮弦左關寸之間,脈部位浮。
48457,左尺脈心部浮弦左關寸之間,脈緊度緊。
48458,左尺脈心部滑肝脈滑,脈利度滑。
48459,左尺脈心部滑肝脈滑,脈利度滑。
48460,左尺脈心部滑動肝脈緊,脈利度滑。
48461,左尺脈心部滑動肝脈緊,脈幅異常。
48462,左尺脈沉緊弱,脈部位沉。
48463,左尺脈沉緊弱,脈緊度緊。
48464,左尺脈沉緊弱,脈力度弱。
48465,左尺脈弱右尺脈微,脈力度弱。
48466,左尺脈弱右尺脈微,脈力度弱。
48467,左尺脈弱右尺脈微,脈寬度細。
48468,左尺脈微停喝酒星期,脈力度弱。
48469,左尺脈微停喝酒星期,脈寬度細。
48470,左心肝腎脈浮滑數,脈部位浮。
48471,左心肝腎脈浮滑數,脈利度滑。
48472,左心肝腎脈浮滑數,脈速度快。
48473,左心浮細肝脈稍滑尺脈弱,脈部位浮。
48474,左心浮細肝脈稍滑尺脈弱,脈寬度細。
48475,左心浮細肝脈稍滑尺脈弱,脈利度滑。
48476,左心浮細肝脈稍滑尺脈弱,脈力度弱。
48477,左心浮細肝脈稍滑尺脈緊,脈部位浮。
48478,左心浮細肝脈稍滑尺脈緊,脈寬度細。
48479,左心浮細肝脈稍滑尺脈緊,脈利度滑。
48480,左心浮滑肝脈稍滑尺脈緊,脈部位浮。
48481,左心浮滑肝脈稍滑尺脈緊,脈利度滑。
48482,左心浮滑肝脈稍滑尺脈緊,脈利度滑。
48483,左心脈中取沉滑,脈部位沉。
48484,左心脈中取沉滑,脈利度滑。
48485,左心脈中取滑肝脈脾部正常尺緊滑感,脈利度滑。
48486,左心脈中取滑肝脈脾部正常尺緊滑感,脈利度滑。
48487,左心脈中取滑弦肝脈脾部正常尺緊滑感仍,脈利度滑。
48488,左心脈中取滑弦肝脈脾部正常尺緊滑感仍,脈緊度緊。
48489,左心脈中取滑弦肝脈脾部正常尺緊滑感仍,脈利度滑。
48490,左心脈中取澀敗,脈利度澀。
48491,左心脈肝脈弦象細感,脈緊度緊。
48492,左心脈肝脈弦象細感,脈寬度細。
48493,左心脈弦,脈緊度緊。
48494,左心脈弱肝脈浮寬緩,脈力度弱。
48495,左心脈弱肝脈浮寬緩,脈部位浮。
48496,左心脈弱肝脈浮寬緩,脈速度慢。
48497,左心脈弱弱滑滑弱肝脈細細滑滑滑尺脈弱,脈力度弱。
48498,左心脈弱弱滑滑弱肝脈細細滑滑滑尺脈弱,脈力度弱。
48499,左心脈弱弱滑滑弱肝脈細細滑滑滑尺脈弱,脈利度滑。
48500,左心脈弱弱滑滑弱肝脈細細滑滑滑尺脈弱,脈利度滑。
48501,左心脈弱弱滑滑弱肝脈細細滑滑滑尺脈弱,脈力度弱。
48502,左心脈弱弱滑滑弱肝脈細細滑滑滑尺脈弱,脈寬度細。
48503,左心脈弱弱滑滑弱肝脈細細滑滑滑尺脈弱,脈寬度細。
48504,左心脈弱弱滑滑弱肝脈細細滑滑滑尺脈弱,脈利度滑。
48505,左心脈弱弱滑滑弱肝脈細細滑滑滑尺脈弱,脈利度滑。
48506,左心脈弱弱滑滑弱肝脈細細滑滑滑尺脈弱,脈利度滑。
48507,左心脈弱弱滑滑弱肝脈細細滑滑滑尺脈弱,脈力度弱。
48508,左心脈浮起按下稍緊,脈部位浮。
48509,左心脈浮滑仍在稍平些,脈部位浮。
48510,左心脈浮滑仍在稍平些,脈利度滑。
48511,左心脈偏稍弱,脈力度弱。
48512,左心脈細,脈寬度細。
48513,左心脈細弱,脈寬度細。
48514,左心脈細弱,脈力度弱。
48515,左心脈稍弱沉關脈弱感尺脈弱,脈力度弱。
48516,左心脈稍弱沉關脈弱感尺脈弱,脈部位沉。
48517,左心脈稍弱沉關脈弱感尺脈弱,脈力度弱。
48518,左心脈稍弱沉關脈弱感尺脈弱,脈力度弱。
48519,左心脈稍弱沉關脈滑細感尺脈弱,脈力度弱。
48520,左心脈稍弱沉關脈滑細感尺脈弱,脈部位沉。
48521,左心脈稍弱沉關脈滑細感尺脈弱,脈利度滑。
48522,左心脈稍弱沉關脈滑細感尺脈弱,脈寬度細。
48523,左心脈稍弱沉關脈滑細感尺脈弱,脈力度弱。
48524,左心脈稍弱沉關脈滑感,脈力度弱。
48525,左心脈稍弱沉關脈滑感,脈部位沉。
48526,左心脈稍弱沉關脈滑感,脈利度滑。
48527,左心脈滑緊,脈利度滑。
48528,左心脈滑緊,脈緊度緊。
48529,左心脈滑關滑,脈利度滑。
48530,左心脈滑關滑,脈利度滑。
48531,左心脈關浮緊尺弱,脈部位浮。
48532,左心脈關浮緊尺弱,脈緊度緊。
48533,左心脈關浮緊尺弱,脈力度弱。
48534,左心細按下滑肝浮細尺脈弱,脈寬度細。
48535,左心細按下滑肝浮細尺脈弱,脈利度滑。
48536,左心細按下滑肝浮細尺脈弱,脈部位浮。
48537,左心細按下滑肝浮細尺脈弱,脈寬度細。
48538,左心細按下滑肝浮細尺脈弱,脈力度弱。
48539,左心滑仍會有結脈,脈利度滑。
48540,左心滑肝滑弱稍有澀感尺脈弱,脈利度滑。
48541,左心滑肝滑弱稍有澀感尺脈弱,脈利度滑。
48542,左心滑肝滑弱稍有澀感尺脈弱,脈力度弱。
48543,左心滑肝滑弱稍有澀感尺脈弱,脈利度澀。
48544,左心滑肝滑弱稍有澀感尺脈弱,脈力度弱。
48545,左心滑弱肝脈滑結,脈利度滑。
48546,左心滑弱肝脈滑結,脈力度弱。
48547,左心滑弱肝脈滑結,脈利度滑。
48548,左心滑弱肝脈滑澀,脈利度滑。
48549,左心滑弱肝脈滑澀,脈力度弱。
48550,左心滑弱肝脈滑澀,脈利度滑。
48551,左心滑弱肝脈滑澀,脈利度澀。
48552,左心滑結肝脈細弱尺脈弱,脈利度滑。
48553,左心滑結肝脈細弱尺脈弱,脈寬度細。
48554,左心滑結肝脈細弱尺脈弱,脈力度弱。
48555,左心滑結肝脈細弱尺脈弱,脈力度弱。
48556,左心滑結澀肝脈滑弱尺脈弱,脈利度滑。
48557,左心滑結澀肝脈滑弱尺脈弱,脈利度澀。
48558,左心滑結澀肝脈滑弱尺脈弱,脈利度滑。
48559,左心滑結澀肝脈滑弱尺脈弱,脈力度弱。
48560,左心滑結澀肝脈滑弱尺脈弱,脈力度弱。
48561,左心滑澀肝脈弱澀尺脈弱,脈利度滑。
48562,左心滑澀肝脈弱澀尺脈弱,脈利度澀。
48563,左心滑澀肝脈弱澀尺脈弱,脈力度弱。
48564,左心滑澀肝脈弱澀尺脈弱,脈利度澀。
48565,左心滑澀肝脈弱澀尺脈弱,脈力度弱。
48566,左心滑澀肝脈滑澀仍有尺脈弱,脈利度滑。
48567,左心滑澀肝脈滑澀仍有尺脈弱,脈利度澀。
48568,左心滑澀肝脈滑澀仍有尺脈弱,脈利度滑。
48569,左心滑澀肝脈滑澀仍有尺脈弱,脈利度澀。
48570,左心滑澀肝脈滑澀仍有尺脈弱,脈力度弱。
48571,左心滑澀肝脈滑澀尺脈弱,脈利度滑。
48572,左心滑澀肝脈滑澀尺脈弱,脈利度澀。
48573,左心滑澀肝脈滑澀尺脈弱,脈利度滑。
48574,左心滑澀肝脈滑澀尺脈弱,脈利度澀。
48575,左心滑澀肝脈滑澀尺脈弱,脈力度弱。
48576,左手脈心脈軟弱無力不滿部心陽不足,脈力度弱。
48577,左手脈心脈軟弱無力不滿部心陽不足,脈力度弱。
48578,左手脈滑,脈利度滑。
48579,左右寸左尺脈弱,脈力度弱。
48580,左右寸左關右尺脈微,脈力度弱。
48581,左右寸左關右尺脈微,脈寬度細。
48582,左右寸左關脈微,脈力度弱。
48583,左右寸左關脈微,脈寬度細。
48584,左右寸沉取脈微,脈部位沉。
48585,左右寸沉取脈微,脈力度弱。
48586,左右寸沉取脈微,脈寬度細。
48587,左右寸脈沉細緩,脈部位沉。
48588,左右寸脈沉細緩,脈寬度細。
48589,左右寸脈沉細緩,脈速度慢。
48590,左右寸脈弱右脈沉細數,脈力度弱。
48591,左右寸脈弱右脈沉細數,脈部位沉。
48592,左右寸脈弱右脈沉細數,脈寬度細。
48593,左右寸脈弱右脈沉細數,脈速度快。
48594,左右寸脈弱左尺脈弱,脈力度弱。
48595,左右寸脈弱左尺脈弱,脈力度弱。
48596,左右寸脈細緩,脈寬度細。
48597,左右寸脈細緩,脈速度慢。
48598,左右寸脈微右關脈浮數,脈力度弱。
48599,左右寸脈微右關脈浮數,脈寬度細。
48600,左右寸脈微右關脈浮數,脈部位浮。
48601,左右寸脈微右關脈浮數,脈速度快。
48602,左右寸脈微兩尺脈弱右關脈弱,脈力度弱。
48603,左右寸脈微兩尺脈弱右關脈弱,脈寬度細。
48604,左右寸脈微兩尺脈弱右關脈弱,脈力度弱。
48605,左右寸脈微兩尺脈弱右關脈弱,脈力度弱。
48606,左右寸脈緩兩尺脈弱,脈速度慢。
48607,左右寸脈緩兩尺脈弱,脈力度弱。
48608,左右脈寸浮,脈部位浮。
48609,左右脈寸浮關滑尺沉弱,脈部位浮。
48610,左右脈寸浮關滑尺沉弱,脈利度滑。
48611,左右脈寸浮關滑尺沉弱,脈部位沉。
48612,左右脈寸浮關滑尺沉弱,脈力度弱。
48613,左右脈寸部浮細按之不足關尺部弦滑,脈部位浮。
48614,左右脈寸部浮細按之不足關尺部弦滑,脈寬度細。
48615,左右脈寸部浮細按之不足關尺部弦滑,脈緊度緊。
48616,左右脈寸部浮細按之不足關尺部弦滑,脈利度滑。
48617,左右脈沉弱,脈部位沉。
48618,左右脈沉弱,脈力度弱。
48619,左右脈弦長按之不減,脈緊度緊。
48620,左右脈弦細,脈緊度緊。
48621,左右脈弦細,脈寬度細。
48622,左右脈弦細按之減,脈緊度緊。
48623,左右脈弦細按之減,脈寬度細。
48624,左右脈弦細滑,脈緊度緊。
48625,左右脈弦細滑,脈寬度細。
48626,左右脈弦細滑,脈利度滑。
48627,左右脈弦滑有力,脈緊度緊。
48628,左右脈弦滑有力,脈利度滑。
48629,左右脈弦滑有力,脈力度大。
48630,左右脈浮弦弱,脈部位浮。
48631,左右脈浮弦弱,脈緊度緊。
48632,左右脈浮弦弱,脈力度弱。
48633,左右脈浮弦細,脈部位浮。
48634,左右脈浮弦細,脈緊度緊。
48635,左右脈浮弦細,脈寬度細。
48636,左右脈浮弦滑,脈部位浮。
48637,左右脈浮弦滑,脈緊度緊。
48638,左右脈浮弦滑,脈利度滑。
48639,左右脈浮弦澀,脈部位浮。
48640,左右脈浮弦澀,脈緊度緊。
48641,左右脈浮弦澀,脈利度澀。
48642,左右脈浮滑有力,脈部位浮。
48643,左右脈浮滑有力,脈利度滑。
48644,左右脈浮滑有力,脈力度大。
48645,左右關輕取脈浮,脈部位浮。
48646,左肝脈肝腎部弦感右尺脈沉濡無力,脈緊度緊。
48647,左肝脈肝腎部弦感右尺脈沉濡無力,脈部位沉。
48648,左肝脈肝腎部弦感右尺脈沉濡無力,脈力度弱。
48649,左肝脈肝腎部弦感右尺脈沉濡無力,脈部位浮。
48650,左肝脈肝腎部弦感右尺脈沉濡無力,脈緊度散。
48651,左肝脈肝腎部弦感右尺脈沉濡無力,脈力度弱。
48652,左肝脈肝腎部滑感右尺脈沉濡無力,脈利度滑。
48653,左肝脈肝腎部滑感右尺脈沉濡無力,脈部位沉。
48654,左肝脈肝腎部滑感右尺脈沉濡無力,脈力度弱。
48655,左肝脈肝腎部滑感右尺脈沉濡無力,脈部位浮。
48656,左肝脈肝腎部滑感右尺脈沉濡無力,脈緊度散。
48657,左肝脈肝腎部滑感右尺脈沉濡無力,脈力度弱。
48658,左肝脈弦細,脈緊度緊。
48659,左肝脈弦細,脈寬度細。
48660,左肝脈稍滑按下,脈利度滑。
48661,左肝脈稍滑按下稍弱仍弱平,脈利度滑。
48662,左肝脈稍滑按下稍弱仍弱平,脈力度弱。
48663,左肝脈稍滑按下稍弱仍弱平,脈力度弱。
48664,左弦滑稍數脈,脈緊度緊。
48665,左弦滑稍數脈,脈利度滑。
48666,左弦滑稍數脈,脈速度快。
48667,左脈力弱,脈力度弱。
48668,左脈三部滑,脈利度滑。
48669,左脈三部滑尺脈弦象在,脈利度滑。
48670,左脈三部滑尺脈弦象在,脈緊度緊。
48671,左脈三部滑尺脈弦象稍弱一些,脈利度滑。
48672,左脈三部滑尺脈弦象稍弱一些,脈緊度緊。
48673,左脈三部滑尺脈弦象稍弱一些,脈力度弱。
48674,左脈大散稍數,脈力度大。
48675,左脈大散稍數,脈緊度散。
48676,左脈大散稍數,脈速度快。
48677,左脈寸中沉澀結關沉弱尺平,脈部位沉。
48678,左脈寸中沉澀結關沉弱尺平,脈利度澀。
48679,左脈寸中沉澀結關沉弱尺平,脈部位沉。
48680,左脈寸中沉澀結關沉弱尺平,脈力度弱。
48681,左脈寸內浮細短,脈部位浮。
48682,左脈寸內浮細短,脈寬度細。
48683,左脈寸內浮細短,脈長度短。
48684,左脈寸尺沉關弦,脈部位沉。
48685,左脈寸尺沉關弦,脈緊度緊。
48686,左脈寸有力關浮濡按之有尺弱,脈力度大。
48687,左脈寸有力關浮濡按之有尺弱,脈部位浮。
48688,左脈寸有力關浮濡按之有尺弱,脈力度弱。
48689,左脈寸有力關浮濡按之有尺弱,脈部位浮。
48690,左脈寸有力關浮濡按之有尺弱,脈緊度散。
48691,左脈寸有力關浮濡按之有尺弱,脈力度弱。
48692,左脈寸沉弦遲按之滯澀關浮緩,脈部位沉。
48693,左脈寸沉弦遲按之滯澀關浮緩,脈緊度緊。
48694,左脈寸沉弦遲按之滯澀關浮緩,脈速度慢。
48695,左脈寸沉弦遲按之滯澀關浮緩,脈利度澀。
48696,左脈寸沉弦遲按之滯澀關浮緩,脈部位浮。
48697,左脈寸沉弦遲按之滯澀關浮緩,脈速度慢。
48698,左脈寸沉弱,脈部位沉。
48699,左脈寸沉弱,脈力度弱。
48700,左脈寸沉弱關弦細澀尺沉,脈部位沉。
48701,左脈寸沉弱關弦細澀尺沉,脈力度弱。
48702,左脈寸沉弱關弦細澀尺沉,脈緊度緊。
48703,左脈寸沉弱關弦細澀尺沉,脈寬度細。
48704,左脈寸沉弱關弦細澀尺沉,脈利度澀。
48705,左脈寸沉弱關弦細澀尺沉,脈部位沉。
48706,左脈寸沉弱關弦細澀尺沉細,脈部位沉。
48707,左脈寸沉弱關弦細澀尺沉細,脈力度弱。
48708,左脈寸沉弱關弦細澀尺沉細,脈緊度緊。
48709,左脈寸沉弱關弦細澀尺沉細,脈寬度細。
48710,左脈寸沉弱關弦細澀尺沉細,脈利度澀。
48711,左脈寸沉弱關弦細澀尺沉細,脈部位沉。
48712,左脈寸沉弱關弦細澀尺沉細,脈寬度細。
48713,左脈寸沉弱關浮緩中細軟尺弱,脈部位沉。
48714,左脈寸沉弱關浮緩中細軟尺弱,脈力度弱。
48715,左脈寸沉弱關浮緩中細軟尺弱,脈部位浮。
48716,左脈寸沉弱關浮緩中細軟尺弱,脈速度慢。
48717,左脈寸沉弱關浮緩中細軟尺弱,脈寬度細。
48718,左脈寸沉弱關浮緩中細軟尺弱,脈力度弱。
48719,左脈寸沉弱關浮緩帶脈尺弱,脈部位沉。
48720,左脈寸沉弱關浮緩帶脈尺弱,脈力度弱。
48721,左脈寸沉弱關浮緩帶脈尺弱,脈部位浮。
48722,左脈寸沉弱關浮緩帶脈尺弱,脈速度慢。
48723,左脈寸沉弱關浮緩帶脈尺弱,脈力度弱。
48724,左脈寸沉弱關滑按之促感,脈部位沉。
48725,左脈寸沉弱關滑按之促感,脈力度弱。
48726,左脈寸沉弱關滑按之促感,脈利度滑。
48727,左脈寸沉弱關滑按之促感,脈速度快。
48728,左脈寸沉弱關滑按之促感,脈利度澀。
48729,左脈寸沉細關尺弦細按之減,脈部位沉。
48730,左脈寸沉細關尺弦細按之減,脈寬度細。
48731,左脈寸沉細關尺弦細按之減,脈緊度緊。
48732,左脈寸沉細關尺弦細按之減,脈寬度細。
48733,左脈寸沉滑關滑數按之減,脈部位沉。
48734,左脈寸沉滑關滑數按之減,脈利度滑。
48735,左脈寸沉滑關滑數按之減,脈利度滑。
48736,左脈寸沉滑關滑數按之減,脈速度快。
48737,左脈寸弦細,脈緊度緊。
48738,左脈寸弦細,脈寬度細。
48739,左脈寸弦遲關浮緩按之沉結,脈緊度緊。
48740,左脈寸弦遲關浮緩按之沉結,脈速度慢。
48741,左脈寸弦遲關浮緩按之沉結,脈部位浮。
48742,左脈寸弦遲關浮緩按之沉結,脈速度慢。
48743,左脈寸弦遲關浮緩按之沉結,脈部位沉。
48744,左脈寸弦關尺細按之減,脈緊度緊。
48745,左脈寸弦關尺細按之減,脈寬度細。
48746,左脈寸弱關尺沉弦遲,脈力度弱。
48747,左脈寸弱關尺沉弦遲,脈部位沉。
48748,左脈寸弱關尺沉弦遲,脈緊度緊。
48749,左脈寸弱關尺沉弦遲,脈速度慢。
48750,左脈寸弱關沉弱,脈力度弱。
48751,左脈寸弱關沉弱,脈部位沉。
48752,左脈寸弱關沉弱,脈力度弱。
48753,左脈寸弱關弦略應指尺濡,脈力度弱。
48754,左脈寸弱關弦略應指尺濡,脈緊度緊。
48755,左脈寸弱關弦略應指尺濡,脈力度弱。
48756,左脈寸弱關弦略應指尺濡,脈部位浮。
48757,左脈寸弱關弦略應指尺濡,脈緊度散。
48758,左脈寸弱關弦細緊尺弱,脈力度弱。
48759,左脈寸弱關弦細緊尺弱,脈緊度緊。
48760,左脈寸弱關弦細緊尺弱,脈寬度細。
48761,左脈寸弱關弦細緊尺弱,脈緊度緊。
48762,左脈寸弱關弦細緊尺弱,脈力度弱。
48763,左脈寸弱關弦緊尺弱,脈力度弱。
48764,左脈寸弱關弦緊尺弱,脈緊度緊。
48765,左脈寸弱關弦緊尺弱,脈緊度緊。
48766,左脈寸弱關弦緊尺弱,脈力度弱。
48767,左脈寸弱關弦澀尺細緊弱,脈力度弱。
48768,左脈寸弱關弦澀尺細緊弱,脈緊度緊。
48769,左脈寸弱關弦澀尺細緊弱,脈利度澀。
48770,左脈寸弱關弦澀尺細緊弱,脈寬度細。
48771,左脈寸弱關弦澀尺細緊弱,脈緊度緊。
48772,左脈寸弱關弦澀尺細緊弱,脈力度弱。
